Sample in Buffer,Sample in Window,TRIGGER,canteloupe_i/system_ila_0/inst/net_slot_0_axis_tdata[31:0],canteloupe_i/system_ila_0/inst/net_slot_0_axis_tvalid,canteloupe_i/system_ila_0/inst/net_slot_0_axis_tready,canteloupe_i/system_ila_0/inst/net_slot_0_axis_tlast,canteloupe_i/system_ila_0/inst/net_slot_1_axis_tdata[23:0],canteloupe_i/system_ila_0/inst/net_slot_1_axis_tvalid,canteloupe_i/system_ila_0/inst/net_slot_1_axis_tready,canteloupe_i/system_ila_0/inst/net_slot_1_axis_tlast,canteloupe_i/system_ila_0/inst/net_slot_2_axis_tdata[15:0],canteloupe_i/system_ila_0/inst/net_slot_2_axis_tvalid,canteloupe_i/system_ila_0/inst/net_slot_2_axis_tready,canteloupe_i/system_ila_0/inst/net_slot_2_axis_tlast,canteloupe_i/system_ila_0/inst/net_slot_3_axis_tdata[15:0],canteloupe_i/system_ila_0/inst/net_slot_3_axis_tvalid,canteloupe_i/system_ila_0/inst/net_slot_3_axis_tready,canteloupe_i/system_ila_0/inst/net_slot_3_axis_tlast,canteloupe_i/system_ila_0/inst/net_slot_4_axis_tdata[15:0],canteloupe_i/system_ila_0/inst/net_slot_4_axis_tvalid,canteloupe_i/system_ila_0/inst/net_slot_4_axis_tready,canteloupe_i/system_ila_0/inst/net_slot_4_axis_tlast,Interface_(i1:s0)_(axi_fifo_mm_s_0_AXI_STR_TXD)[2:0],Interface_(i1:s1)_(two_dimension_dct_0_o_axis)[2:0],Interface_(i1:s2)_(quantizer_0_o_axis)[2:0],Interface_(i1:s3)_(zig_zag_0_o_axis)[2:0],Interface_(i1:s4)_(run_length_encoder_0_o_axis)[2:0],T_Channel_(i1:s0)_(axi_fifo_mm_s_0_AXI_STR_TXD)[2:0],T_Channel_(i1:s1)_(two_dimension_dct_0_o_axis)[2:0],T_Channel_(i1:s2)_(quantizer_0_o_axis)[2:0],T_Channel_(i1:s3)_(zig_zag_0_o_axis)[2:0],T_Channel_(i1:s4)_(run_length_encoder_0_o_axis)[2:0]
352,352,0,0,1,0,0,0,0,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
353,353,0,0,1,0,0,0,0,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
354,354,0,0,1,0,0,0,0,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
355,355,0,0,1,0,0,0,0,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
356,356,0,0,1,0,0,0,0,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
357,357,0,0,1,0,0,0,0,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
358,358,0,0,1,0,0,0,0,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
359,359,0,0,1,0,0,0,0,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
360,360,0,0,1,0,0,0,0,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
361,361,0,0,1,0,0,0,0,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
362,362,0,0,1,0,0,0,0,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
363,363,0,0,1,0,0,0,0,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
364,364,0,0,1,0,0,0,0,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
365,365,0,0,1,0,0,0,1,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","Active","_","_","_","_","Stream Beat","_","_","_"
366,366,0,0,1,1,0,0,1,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"Active","Active","_","_","_","Stream Beat","Stream Beat","_","_","_"
367,367,0,0,1,1,0,0,1,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"Active","Active","_","_","_","Stream Beat","Stream Beat","_","_","_"
368,368,0,0,1,1,0,0,1,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"Active","Active","_","_","_","Stream Beat","Stream Beat","_","_","_"
369,369,0,0,1,1,0,0,1,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"Active","Active","_","_","_","Stream Beat","Stream Beat","_","_","_"
370,370,0,0,1,1,0,0,1,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"Active","Active","_","_","_","Stream Beat","Stream Beat","_","_","_"
371,371,0,0,1,1,0,0,1,1,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"Active","Active","_","_","_","Stream Beat","Stream Beat","_","_","_"
372,372,0,0,1,1,0,0,1,1,1,0000,0,1,0,0000,0,1,0,0000,0,1,0,"Active","Active","_","_","_","Stream Beat","Last Stream","_","_","_"
373,373,0,0,1,1,0,0,0,0,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"Active","_","_","_","_","Stream Beat","_","_","_","_"
374,374,0,0,1,0,0,0,0,0,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
375,375,0,0,1,0,0,0,0,0,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
376,376,0,0,1,0,0,0,0,0,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
377,377,0,0,1,0,0,0,0,0,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
378,378,0,0,1,0,0,0,0,0,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
379,379,0,0,1,0,0,0,0,0,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
380,380,0,0,1,0,0,0,0,0,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
381,381,0,0,1,0,0,0,0,0,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
382,382,0,0,1,0,0,0,0,0,0,0000,0,1,0,0000,0,1,0,0000,0,1,0,"_","_","_","_","_","_","_","_","_","_"
383,383,0,0,1,0,0,0,0,0,0,000a,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
384,384,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
385,385,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
386,386,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
387,387,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
388,388,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
389,389,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
390,390,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
391,391,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
392,392,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
393,393,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
394,394,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
395,395,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
396,396,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
397,397,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
398,398,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
399,399,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
400,400,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
401,401,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
402,402,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
403,403,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
404,404,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
405,405,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
406,406,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
407,407,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
408,408,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
409,409,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
410,410,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
411,411,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
412,412,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
413,413,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
414,414,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
415,415,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
416,416,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
417,417,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
418,418,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
419,419,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
420,420,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
421,421,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
422,422,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
423,423,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
424,424,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
425,425,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
426,426,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
427,427,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
428,428,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
429,429,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
430,430,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
431,431,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
432,432,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
433,433,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
434,434,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
435,435,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
436,436,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
437,437,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
438,438,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
439,439,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
440,440,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
441,441,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
442,442,0,0,1,1,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"Active","_","Active","_","_","Stream Beat","_","Stream Beat","_","_"
443,443,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
444,444,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
445,445,0,0,1,0,0,0,0,0,0,0000,1,1,0,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Stream Beat","_","_"
446,446,0,0,1,0,0,0,0,0,0,0000,1,1,1,0000,0,1,0,0000,0,1,0,"_","_","Active","_","_","_","_","Last Stream","_","_"
447,447,0,0,1,0,0,0,0,1,0,0000,0,0,0,000a,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
448,448,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
449,449,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
450,450,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
451,451,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
452,452,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
453,453,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
454,454,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
455,455,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
456,456,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
457,457,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
458,458,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
459,459,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
460,460,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
461,461,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
462,462,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
463,463,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
464,464,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
465,465,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
466,466,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
467,467,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
468,468,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
469,469,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
470,470,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
471,471,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
472,472,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
473,473,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
474,474,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
475,475,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
476,476,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
477,477,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
478,478,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
479,479,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
480,480,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
481,481,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
482,482,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
483,483,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
484,484,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
485,485,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
486,486,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
487,487,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
488,488,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
489,489,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
490,490,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
491,491,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
492,492,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
493,493,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
494,494,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
495,495,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
496,496,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
497,497,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
498,498,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
499,499,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
500,500,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
501,501,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
502,502,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
503,503,0,0,1,0,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"_","_","_","Active","_","_","_","_","Stream Beat","_"
504,504,0,0,1,1,0,0,0,1,0,0000,0,0,0,0000,1,1,0,0000,0,1,0,"Active","_","_","Active","_","Stream Beat","_","_","Stream Beat","_"
